#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-3C7412B6098CEF2-1DC787F1F19F00D7
#datatype	hitsConcise Results
#status	0
#Start time	2022-04-21T02:14:00	Run time	0:00:28:52
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#1822 - >1822	specific	397294	169	225	2.95918e-32	112.18	pfam03106	WRKY	 - 	cl03892
Q#1822 - >1822	specific	402248	122	165	3.11726e-05	40.1743	pfam10533	Plant_zn_clust	 - 	cl11166
Q#1823 - >1823	specific	397294	147	207	1.28521e-27	101.779	pfam03106	WRKY	 - 	cl03892
Q#1824 - >1824	specific	214815	143	203	3.6902e-34	120.669	smart00774	WRKY	 - 	cl03892
Q#1825 - >1825	specific	397294	229	287	1.51993e-35	124.891	pfam03106	WRKY	 - 	cl03892
Q#1826 - >1826	specific	397294	239	295	9.46454e-34	117.573	pfam03106	WRKY	 - 	cl03892
Q#1828 - >1828	specific	214815	165	223	1.25443e-34	120.669	smart00774	WRKY	 - 	cl03892
Q#1829 - >1829	specific	396785	9	143	3.21081e-28	108.666	pfam02365	NAM	 - 	cl03558
Q#1830 - >1830	specific	214815	123	180	1.01326e-38	129.914	smart00774	WRKY	 - 	cl03892
Q#1831 - >1831	specific	214815	134	191	1.78098e-34	117.202	smart00774	WRKY	 - 	cl03892
Q#1832 - >1832	specific	214815	43	104	2.54774e-28	101.409	smart00774	WRKY	 - 	cl03892
Q#1833 - >1833	specific	214815	76	108	5.23653e-20	80.6084	smart00774	WRKY	C	cl03892
Q#1834 - >1834	specific	214815	140	201	5.25442e-31	111.424	smart00774	WRKY	 - 	cl03892
Q#1835 - >1835	specific	214815	357	413	4.31731e-34	123.366	smart00774	WRKY	 - 	cl03892
Q#1836 - >1836	specific	214815	250	306	5.22244e-33	119.514	smart00774	WRKY	 - 	cl03892
Q#1837 - >1837	specific	214815	122	183	7.94888e-29	106.417	smart00774	WRKY	 - 	cl03892
Q#1838 - >1838	superfamily	227438	344	627	5.42523e-08	56.1802	cl34906	RNA14 superfamily	C	 - 
Q#1838 - >1838	specific	214642	121	153	7.2025e-05	40.225	smart00386	HAT	 - 	cl02592
Q#1838 - >1838	superfamily	421384	31	185	0.000168212	44.567	cl26712	U3_assoc_6 superfamily	C	 - 
Q#1838 - >1838	superfamily	111114	223	251	0.000554599	37.9304	cl03482	HAT superfamily	 - 	 - 
Q#1839 - >1839	specific	397294	131	190	3.09635e-27	101.009	pfam03106	WRKY	 - 	cl03892
Q#1840 - >1840	specific	214815	295	348	1.42551e-32	116.047	smart00774	WRKY	 - 	cl03892
Q#1840 - >1840	specific	402248	258	293	4.61143e-10	54.4267	pfam10533	Plant_zn_clust	 - 	cl11166
Q#1842 - >1842	specific	214815	117	177	5.66969e-34	118.743	smart00774	WRKY	 - 	cl03892
Q#1843 - >1843	specific	396785	8	146	2.08455e-25	98.2659	pfam02365	NAM	 - 	cl03558
Q#1844 - >1844	specific	214815	487	544	2.60937e-35	127.218	smart00774	WRKY	 - 	cl03892
Q#1844 - >1844	specific	214815	277	331	5.98906e-31	114.891	smart00774	WRKY	 - 	cl03892
Q#1845 - >1845	superfamily	419665	104	375	4.74774e-80	247.956	cl21453	PKc_like superfamily	 - 	 - 
Q#1846 - >1846	specific	214815	63	120	4.75921e-34	116.432	smart00774	WRKY	 - 	cl03892
Q#1847 - >1847	specific	214815	139	196	1.44739e-35	120.669	smart00774	WRKY	 - 	cl03892
Q#1848 - >1848	superfamily	173412	39	325	1.13497e-19	96.3634	cl31754	PTZ00121 superfamily	NC	 - 
Q#1850 - >1850	specific	214815	487	544	2.60937e-35	127.218	smart00774	WRKY	 - 	cl03892
Q#1850 - >1850	specific	214815	277	331	5.98906e-31	114.891	smart00774	WRKY	 - 	cl03892
Q#1851 - >1851	specific	214815	198	254	7.12038e-31	111.424	smart00774	WRKY	 - 	cl03892
Q#1852 - >1852	specific	214815	118	178	2.16028e-35	121.44	smart00774	WRKY	 - 	cl03892
Q#1853 - >1853	specific	214815	433	490	2.52162e-35	126.832	smart00774	WRKY	 - 	cl03892
Q#1854 - >1854	specific	411051	20	132	1.72881e-21	83.494	cd21115	legumain_C	 - 	cl41234
Q#1855 - >1855	specific	212164	13	269	3.22222e-76	238.862	cd11650	AT4G37440_like	 - 	cl17008
Q#1856 - >1856	superfamily	335237	89	600	0	766.467	cl28725	Methyltransf_29 superfamily	 - 	 - 
Q#1857 - >1857	specific	214815	123	188	5.00281e-25	94.4756	smart00774	WRKY	 - 	cl03892
Q#1858 - >1858	specific	396785	10	140	2.0933e-25	101.348	pfam02365	NAM	 - 	cl03558
Q#1859 - >1859	specific	397294	522	576	9.06525e-31	114.876	pfam03106	WRKY	 - 	cl03892
Q#1859 - >1859	specific	214815	752	827	4.77505e-27	104.491	smart00774	WRKY	 - 	cl03892
Q#1861 - >1861	superfamily	421389	12	302	1.06056e-39	141.273	cl26744	TPT superfamily	 - 	 - 
Q#1862 - >1862	specific	214815	151	209	5.38742e-33	115.662	smart00774	WRKY	 - 	cl03892
Q#1863 - >1863	specific	214815	320	378	2.16828e-37	129.144	smart00774	WRKY	 - 	cl03892
Q#1863 - >1863	specific	402248	283	318	2.01425e-09	52.5007	pfam10533	Plant_zn_clust	 - 	cl11166
Q#1864 - >1864	specific	214815	147	205	9.73259e-34	117.588	smart00774	WRKY	 - 	cl03892
Q#1865 - >1865	specific	214815	403	460	2.81408e-35	127.218	smart00774	WRKY	 - 	cl03892
Q#1866 - >1866	specific	214815	38	163	1.02221e-20	82.1492	smart00774	WRKY	 - 	cl03892
Q#1867 - >1867	specific	214815	93	151	4.9472e-36	124.136	smart00774	WRKY	 - 	cl03892
Q#1868 - >1868	specific	397294	223	279	4.91545e-34	118.343	pfam03106	WRKY	 - 	cl03892
Q#1868 - >1868	specific	402248	182	219	3.15905e-10	54.4267	pfam10533	Plant_zn_clust	 - 	cl11166
Q#1870 - >1870	specific	214815	205	262	4.76141e-34	120.284	smart00774	WRKY	 - 	cl03892
Q#1871 - >1871	specific	214815	238	295	1.11307e-34	124.136	smart00774	WRKY	 - 	cl03892
Q#1872 - >1872	specific	214815	182	236	1.62051e-30	110.269	smart00774	WRKY	 - 	cl03892
Q#1873 - >1873	specific	214815	175	232	3.80423e-36	122.21	smart00774	WRKY	 - 	cl03892
Q#1874 - >1874	specific	396785	9	147	2.81003e-25	101.348	pfam02365	NAM	 - 	cl03558
Q#1875 - >1875	specific	214815	192	250	1.92193e-35	122.98	smart00774	WRKY	 - 	cl03892
Q#1876 - >1876	specific	215412	1	642	0	1038.11	PLN02769	PLN02769	 - 	cl30823
Q#1877 - >1877	specific	215412	48	645	0	1026.56	PLN02769	PLN02769	 - 	cl30823
Q#1878 - >1878	specific	214815	174	224	7.59401e-28	103.335	smart00774	WRKY	 - 	cl03892
Q#1879 - >1879	specific	214815	162	218	1.7991e-31	114.121	smart00774	WRKY	 - 	cl03892
Q#1880 - >1880	specific	214815	102	159	2.87778e-30	106.032	smart00774	WRKY	 - 	cl03892
Q#1881 - >1881	superfamily	215636	169	523	3.14431e-39	157.346	cl33664	PLN03218 superfamily	NC	 - 
Q#1881 - >1881	specific	404055	517	562	2.6318e-12	61.9955	pfam13041	PPR_2	 - 	cl38385
Q#1881 - >1881	specific	404055	591	633	2.81484e-10	56.2176	pfam13041	PPR_2	 - 	cl38385
Q#1881 - >1881	superfamily	407303	532	682	6.16694e-10	59.7176	cl38513	PPR_long superfamily	 - 	 - 
Q#1882 - >1882	specific	214815	200	257	3.01042e-35	124.136	smart00774	WRKY	 - 	cl03892
Q#1883 - >1883	specific	214815	152	212	5.93302e-34	118.743	smart00774	WRKY	 - 	cl03892
Q#1884 - >1884	specific	397294	239	295	9.46454e-34	117.573	pfam03106	WRKY	 - 	cl03892
Q#1885 - >1885	specific	214815	339	396	1.70845e-31	114.506	smart00774	WRKY	 - 	cl03892
Q#1885 - >1885	specific	214815	194	249	3.25816e-27	102.95	smart00774	WRKY	 - 	cl03892
Q#1886 - >1886	specific	214815	148	205	1.25809e-31	110.269	smart00774	WRKY	 - 	cl03892
Q#1887 - >1887	specific	214815	33	97	1.5177e-25	93.32	smart00774	WRKY	 - 	cl03892
Q#1888 - >1888	specific	214815	312	368	1.06025e-34	124.906	smart00774	WRKY	 - 	cl03892
Q#1889 - >1889	specific	214815	391	448	2.0814e-34	124.136	smart00774	WRKY	 - 	cl03892
Q#1889 - >1889	specific	214815	219	274	1.75078e-31	116.047	smart00774	WRKY	 - 	cl03892
Q#1890 - >1890	superfamily	413846	128	148	1.94119e-10	53.6444	cl03892	WRKY superfamily	C	 - 
Q#1891 - >1891	specific	214815	51	112	8.00963e-32	111.424	smart00774	WRKY	 - 	cl03892
Q#1892 - >1892	specific	214815	409	466	9.16384e-37	130.684	smart00774	WRKY	 - 	cl03892
Q#1892 - >1892	specific	397294	237	291	1.74356e-31	116.032	pfam03106	WRKY	 - 	cl03892
Q#1893 - >1893	specific	214815	95	152	7.56664e-33	111.81	smart00774	WRKY	 - 	cl03892
Q#1894 - >1894	specific	214815	424	481	1.74939e-33	121.054	smart00774	WRKY	 - 	cl03892
Q#1894 - >1894	specific	397294	257	311	4.1512e-28	106.017	pfam03106	WRKY	 - 	cl03892
Q#1895 - >1895	specific	214815	487	544	2.60937e-35	127.218	smart00774	WRKY	 - 	cl03892
Q#1895 - >1895	specific	214815	277	331	5.98906e-31	114.891	smart00774	WRKY	 - 	cl03892
Q#1896 - >1896	specific	212164	13	269	3.22222e-76	238.862	cd11650	AT4G37440_like	 - 	cl17008
Q#1898 - >1898	specific	214815	33	97	1.5177e-25	93.32	smart00774	WRKY	 - 	cl03892
Q#1899 - >1899	specific	214815	43	104	1.56835e-28	101.794	smart00774	WRKY	 - 	cl03892
Q#1900 - >1900	specific	214815	306	362	2.5184e-34	123.751	smart00774	WRKY	 - 	cl03892
Q#1901 - >1901	specific	214815	239	297	2.4304e-35	125.677	smart00774	WRKY	 - 	cl03892
Q#1902 - >1902	specific	214815	132	192	2.41949e-35	122.98	smart00774	WRKY	 - 	cl03892
Q#1903 - >1903	specific	214815	130	189	2.44341e-36	124.906	smart00774	WRKY	 - 	cl03892
Q#1904 - >1904	specific	214815	382	436	1.78429e-30	112.58	smart00774	WRKY	 - 	cl03892
Q#1904 - >1904	superfamily	227489	25	182	6.61772e-09	58.3817	cl27325	ULP1 superfamily	N	 - 
Q#1905 - >1905	specific	214815	127	186	3.18595e-36	124.906	smart00774	WRKY	 - 	cl03892
Q#1906 - >1906	specific	398722	180	222	3.30881e-21	87.2164	pfam05182	Fip1	 - 	cl02162
Q#1907 - >1907	specific	214815	366	423	4.66342e-35	124.521	smart00774	WRKY	 - 	cl03892
Q#1907 - >1907	specific	214815	200	255	2.31887e-30	111.81	smart00774	WRKY	 - 	cl03892
Q#1908 - >1908	specific	214815	164	221	5.45747e-32	114.506	smart00774	WRKY	 - 	cl03892
Q#1909 - >1909	specific	214815	121	185	6.36518e-27	98.7128	smart00774	WRKY	 - 	cl03892
Q#1910 - >1910	specific	397294	129	194	2.97053e-25	96.3866	pfam03106	WRKY	 - 	cl03892
Q#1911 - >1911	specific	397294	34	93	5.69978e-28	99.8534	pfam03106	WRKY	 - 	cl03892
Q#1912 - >1912	specific	214815	351	408	7.9769e-35	124.136	smart00774	WRKY	 - 	cl03892
Q#1912 - >1912	specific	214815	189	246	1.71731e-32	117.973	smart00774	WRKY	 - 	cl03892
Q#1913 - >1913	specific	214815	198	256	6.39019e-34	119.899	smart00774	WRKY	 - 	cl03892
Q#1914 - >1914	specific	397294	413	468	6.58435e-34	122.58	pfam03106	WRKY	 - 	cl03892
Q#1914 - >1914	specific	397294	245	299	1.87866e-29	110.254	pfam03106	WRKY	 - 	cl03892
Q#1916 - >1916	specific	206652	1327	1575	7.02434e-123	384.362	cd01853	Toc34_like	 - 	cl38936
Q#1918 - >1918	specific	214815	136	196	2.15911e-22	87.542	smart00774	WRKY	 - 	cl03892
Q#1919 - >1919	specific	214815	382	436	2.99086e-29	109.498	smart00774	WRKY	 - 	cl03892
Q#1919 - >1919	superfamily	227489	25	181	1.43426e-08	57.2261	cl27325	ULP1 superfamily	N	 - 
Q#1920 - >1920	specific	397294	147	215	1.25698e-28	104.476	pfam03106	WRKY	 - 	cl03892
Q#1921 - >1921	superfamily	413846	170	190	4.37254e-09	51.7184	cl03892	WRKY superfamily	C	 - 
Q#1922 - >1922	specific	396290	41	315	5.00372e-152	432.868	pfam01650	Peptidase_C13	 - 	cl00042
Q#1922 - >1922	specific	411051	348	466	9.76466e-26	101.213	cd21115	legumain_C	 - 	cl41234
Q#1923 - >1923	specific	214815	174	231	6.65192e-38	130.299	smart00774	WRKY	 - 	cl03892
Q#1924 - >1924	specific	214815	53	111	2.27173e-22	83.69	smart00774	WRKY	 - 	cl03892
Q#1925 - >1925	specific	404074	136	402	9.91779e-101	301.925	pfam13088	BNR_2	 - 	cl21531
Q#1926 - >1926	specific	214815	433	490	2.52162e-35	126.832	smart00774	WRKY	 - 	cl03892
Q#1927 - >1927	specific	214815	187	244	2.48282e-36	125.292	smart00774	WRKY	 - 	cl03892
Q#1928 - >1928	specific	214815	384	441	3.43858e-34	123.366	smart00774	WRKY	 - 	cl03892
Q#1928 - >1928	specific	397294	221	275	1.06715e-32	119.113	pfam03106	WRKY	 - 	cl03892
Q#1928 - >1928	superfamily	180887	288	387	0.0043044	39.7408	cl32198	PRK07211 superfamily	N	 - 
Q#1929 - >1929	specific	214815	203	260	1.48293e-32	116.817	smart00774	WRKY	 - 	cl03892
Q#1930 - >1930	specific	214815	151	209	5.38742e-33	115.662	smart00774	WRKY	 - 	cl03892
Q#1931 - >1931	specific	214815	312	368	1.06025e-34	124.906	smart00774	WRKY	 - 	cl03892
Q#1932 - >1932	specific	399123	35	323	3.28967e-128	366.53	pfam05910	DUF868	 - 	cl05466
Q#1933 - >1933	specific	214815	250	308	1.44156e-35	124.521	smart00774	WRKY	 - 	cl03892
Q#1934 - >1934	specific	396785	8	146	1.44557e-25	98.6511	pfam02365	NAM	 - 	cl03558
Q#1935 - >1935	specific	214815	132	192	2.41949e-35	122.98	smart00774	WRKY	 - 	cl03892
Q#1936 - >1936	specific	214815	123	188	5.00281e-25	94.4756	smart00774	WRKY	 - 	cl03892
Q#1937 - >1937	specific	214815	121	185	1.11145e-26	98.7128	smart00774	WRKY	 - 	cl03892
Q#1938 - >1938	specific	214815	238	295	1.11307e-34	124.136	smart00774	WRKY	 - 	cl03892
Q#1939 - >1939	specific	214815	1227	1286	2.75117e-26	102.565	smart00774	WRKY	 - 	cl03892
Q#1939 - >1939	superfamily	395745	407	640	1.35655e-16	80.8864	cl26397	NB-ARC superfamily	 - 	 - 
Q#1939 - >1939	superfamily	215633	205	426	1.02937e-09	63.355	cl33662	PLN03210 superfamily	NC	 - 
Q#1939 - >1939	superfamily	215061	783	1186	2.42868e-06	52.1576	cl33413	PLN00113 superfamily	C	 - 
Q#1940 - >1940	specific	214815	112	171	2.47044e-33	116.432	smart00774	WRKY	 - 	cl03892
Q#1941 - >1941	specific	214815	295	348	1.42551e-32	116.047	smart00774	WRKY	 - 	cl03892
Q#1941 - >1941	specific	402248	258	293	4.61143e-10	54.4267	pfam10533	Plant_zn_clust	 - 	cl11166
Q#1942 - >1942	specific	214815	485	542	2.39144e-35	127.218	smart00774	WRKY	 - 	cl03892
Q#1942 - >1942	specific	214815	275	329	3.64518e-30	112.58	smart00774	WRKY	 - 	cl03892
Q#1943 - >1943	specific	214815	383	437	2.72366e-29	109.498	smart00774	WRKY	 - 	cl03892
Q#1943 - >1943	superfamily	227489	25	181	1.41413e-08	57.2261	cl27325	ULP1 superfamily	N	 - 
Q#1944 - >1944	specific	397294	129	194	2.97053e-25	96.3866	pfam03106	WRKY	 - 	cl03892
Q#1945 - >1945	specific	214815	182	236	3.01471e-30	109.498	smart00774	WRKY	 - 	cl03892
Q#1946 - >1946	superfamily	421389	12	302	1.06056e-39	141.273	cl26744	TPT superfamily	 - 	 - 
Q#1947 - >1947	specific	214815	135	192	1.69316e-35	120.284	smart00774	WRKY	 - 	cl03892
Q#1948 - >1948	specific	214815	43	104	2.54774e-28	101.409	smart00774	WRKY	 - 	cl03892
Q#1949 - >1949	specific	214815	339	396	1.70845e-31	114.506	smart00774	WRKY	 - 	cl03892
Q#1949 - >1949	specific	214815	194	249	3.25816e-27	102.95	smart00774	WRKY	 - 	cl03892
Q#1950 - >1950	specific	214815	38	163	1.02221e-20	82.1492	smart00774	WRKY	 - 	cl03892
Q#1951 - >1951	specific	214815	382	436	1.78429e-30	112.58	smart00774	WRKY	 - 	cl03892
Q#1951 - >1951	superfamily	227489	25	182	6.61772e-09	58.3817	cl27325	ULP1 superfamily	N	 - 
Q#1952 - >1952	specific	214815	403	460	2.81408e-35	127.218	smart00774	WRKY	 - 	cl03892
Q#1953 - >1953	specific	396290	41	315	5.00372e-152	432.868	pfam01650	Peptidase_C13	 - 	cl00042
Q#1953 - >1953	specific	411051	348	466	9.76466e-26	101.213	cd21115	legumain_C	 - 	cl41234
Q#1954 - >1954	specific	214815	485	542	2.39144e-35	127.218	smart00774	WRKY	 - 	cl03892
Q#1954 - >1954	specific	214815	275	329	3.64518e-30	112.58	smart00774	WRKY	 - 	cl03892
Q#1955 - >1955	superfamily	184918	150	213	0.000588513	40.3115	cl33039	PRK14954 superfamily	NC	 - 
Q#1956 - >1956	specific	214815	176	232	1.19925e-36	126.447	smart00774	WRKY	 - 	cl03892
Q#1958 - >1958	specific	214815	433	490	2.52162e-35	126.832	smart00774	WRKY	 - 	cl03892
Q#1959 - >1959	specific	214815	125	185	9.68716e-36	124.136	smart00774	WRKY	 - 	cl03892
Q#1960 - >1960	superfamily	187754	176	268	1.44e-12	65.8116	cl39120	AMN1 superfamily	NC	 - 
Q#1960 - >1960	specific	403981	83	118	0.000341889	37.4637	pfam12937	F-box-like	C	cl02535
Q#1961 - >1961	specific	214815	147	205	5.64651e-34	118.358	smart00774	WRKY	 - 	cl03892
Q#1962 - >1962	specific	397294	147	207	1.28521e-27	101.779	pfam03106	WRKY	 - 	cl03892
Q#1963 - >1963	specific	214815	334	391	1.01015e-36	128.758	smart00774	WRKY	 - 	cl03892
Q#1963 - >1963	specific	214815	178	233	2.90533e-32	116.817	smart00774	WRKY	 - 	cl03892
Q#1964 - >1964	specific	214815	102	159	2.87778e-30	106.032	smart00774	WRKY	 - 	cl03892
Q#1965 - >1965	specific	397294	146	214	7.26889e-29	105.246	pfam03106	WRKY	 - 	cl03892
Q#1966 - >1966	specific	214815	280	337	1.04498e-34	125.292	smart00774	WRKY	 - 	cl03892
Q#1967 - >1967	specific	214815	198	254	7.12038e-31	111.424	smart00774	WRKY	 - 	cl03892
Q#1968 - >1968	specific	214815	205	262	4.76141e-34	120.284	smart00774	WRKY	 - 	cl03892
Q#1969 - >1969	specific	214815	165	223	1.25443e-34	120.669	smart00774	WRKY	 - 	cl03892
Q#1970 - >1970	superfamily	173412	39	325	1.13497e-19	96.3634	cl31754	PTZ00121 superfamily	NC	 - 
Q#1971 - >1971	specific	214815	123	180	8.0822e-39	130.299	smart00774	WRKY	 - 	cl03892
Q#1972 - >1972	specific	214815	306	362	2.5184e-34	123.751	smart00774	WRKY	 - 	cl03892
Q#1973 - >1973	specific	399123	35	323	1.98932e-128	367.3	pfam05910	DUF868	 - 	cl05466
Q#1974 - >1974	specific	206652	1327	1575	3.67658e-124	387.829	cd01853	Toc34_like	 - 	cl38936
Q#1975 - >1975	specific	214815	240	298	2.35017e-35	125.677	smart00774	WRKY	 - 	cl03892
Q#1976 - >1976	specific	214815	121	185	1.11145e-26	98.7128	smart00774	WRKY	 - 	cl03892
Q#1977 - >1977	specific	214815	93	151	4.9472e-36	124.136	smart00774	WRKY	 - 	cl03892
Q#1978 - >1978	specific	404074	136	402	9.91779e-101	301.925	pfam13088	BNR_2	 - 	cl21531
Q#1979 - >1979	specific	214815	198	256	6.39019e-34	119.899	smart00774	WRKY	 - 	cl03892
Q#1980 - >1980	specific	214815	139	200	3.43213e-31	111.81	smart00774	WRKY	 - 	cl03892
Q#1981 - >1981	specific	397294	239	295	9.46454e-34	117.573	pfam03106	WRKY	 - 	cl03892
Q#1982 - >1982	specific	214815	433	490	2.52162e-35	126.832	smart00774	WRKY	 - 	cl03892
Q#1983 - >1983	superfamily	335237	89	600	0	766.467	cl28725	Methyltransf_29 superfamily	 - 	 - 
Q#1984 - >1984	specific	214815	384	441	3.43858e-34	123.366	smart00774	WRKY	 - 	cl03892
Q#1984 - >1984	specific	397294	221	275	1.06715e-32	119.113	pfam03106	WRKY	 - 	cl03892
Q#1984 - >1984	superfamily	180887	288	387	0.0043044	39.7408	cl32198	PRK07211 superfamily	N	 - 
Q#1985 - >1985	specific	397294	147	215	1.25698e-28	104.476	pfam03106	WRKY	 - 	cl03892
Q#1986 - >1986	superfamily	425388	7	229	1.94847e-74	232.738	cl41757	cytochrome_P450 superfamily	C	 - 
Q#1987 - >1987	specific	214815	366	423	4.66342e-35	124.521	smart00774	WRKY	 - 	cl03892
Q#1987 - >1987	specific	214815	200	255	2.31887e-30	111.81	smart00774	WRKY	 - 	cl03892
Q#1988 - >1988	specific	214815	136	196	2.15911e-22	87.542	smart00774	WRKY	 - 	cl03892
Q#1989 - >1989	specific	212164	13	269	3.22222e-76	238.862	cd11650	AT4G37440_like	 - 	cl17008
Q#1990 - >1990	specific	214815	409	466	7.93765e-37	131.07	smart00774	WRKY	 - 	cl03892
Q#1990 - >1990	specific	397294	237	291	1.75089e-31	116.032	pfam03106	WRKY	 - 	cl03892
Q#1991 - >1991	specific	214815	102	173	8.9851e-25	94.4756	smart00774	WRKY	 - 	cl03892
Q#1992 - >1992	specific	214815	152	212	5.93302e-34	118.743	smart00774	WRKY	 - 	cl03892
Q#1993 - >1993	specific	214815	97	155	2.605e-35	121.825	smart00774	WRKY	 - 	cl03892
Q#1994 - >1994	specific	214815	130	189	2.24313e-36	124.906	smart00774	WRKY	 - 	cl03892
Q#1995 - >1995	specific	214815	187	244	3.2406e-36	124.906	smart00774	WRKY	 - 	cl03892
Q#1996 - >1996	specific	214815	351	408	6.02981e-34	122.21	smart00774	WRKY	 - 	cl03892
Q#1996 - >1996	specific	214815	189	246	1.12797e-31	116.047	smart00774	WRKY	 - 	cl03892
Q#1997 - >1997	specific	214815	122	183	7.94888e-29	106.417	smart00774	WRKY	 - 	cl03892
Q#1998 - >1998	specific	405121	614	713	1.64159e-22	92.697	pfam14372	DUF4413	 - 	cl16834
Q#1998 - >1998	specific	399013	758	840	7.26288e-21	87.3169	pfam05699	Dimer_Tnp_hAT	 - 	cl05324
Q#1998 - >1998	specific	397294	62	117	6.19573e-13	64.0299	pfam03106	WRKY	 - 	cl03892
Q#1998 - >1998	specific	214746	237	283	9.35112e-10	54.7412	smart00614	ZnF_BED	 - 	cl02703
Q#1999 - >1999	specific	215412	1	643	0	1015.39	PLN02769	PLN02769	 - 	cl30823
Q#2000 - >2000	superfamily	419665	62	333	1.5265e-80	247.956	cl21453	PKc_like superfamily	 - 	 - 
Q#2001 - >2001	specific	214815	126	190	6.71024e-32	113.35	smart00774	WRKY	 - 	cl03892
Q#2002 - >2002	specific	214815	148	205	1.25809e-31	110.269	smart00774	WRKY	 - 	cl03892
Q#2003 - >2003	specific	404788	582	693	5.18507e-32	120.36	pfam13962	PGG	 - 	cl16503
Q#2003 - >2003	specific	404788	9	119	4.25954e-31	117.663	pfam13962	PGG	 - 	cl16503
Q#2003 - >2003	specific	404788	190	301	1.76607e-28	110.344	pfam13962	PGG	 - 	cl16503
Q#2003 - >2003	specific	404788	429	519	1.50711e-19	84.9213	pfam13962	PGG	 - 	cl16503
Q#2003 - >2003	superfamily	404788	776	895	2.72203e-17	78.3729	cl16503	PGG superfamily	 - 	 - 
Q#2004 - >2004	specific	214815	320	378	2.1006e-37	129.144	smart00774	WRKY	 - 	cl03892
Q#2004 - >2004	specific	402248	283	318	1.57679e-09	52.8859	pfam10533	Plant_zn_clust	 - 	cl11166
Q#2005 - >2005	specific	214815	33	83	3.30364e-27	94.8608	smart00774	WRKY	 - 	cl03892
Q#2006 - >2006	specific	397294	223	279	4.91545e-34	118.343	pfam03106	WRKY	 - 	cl03892
Q#2006 - >2006	specific	402248	182	219	3.15905e-10	54.4267	pfam10533	Plant_zn_clust	 - 	cl11166
Q#2007 - >2007	specific	214815	63	120	4.75921e-34	116.432	smart00774	WRKY	 - 	cl03892
Q#2008 - >2008	specific	214815	134	191	1.78098e-34	117.202	smart00774	WRKY	 - 	cl03892
Q#2009 - >2009	specific	214815	135	197	2.08485e-30	110.269	smart00774	WRKY	 - 	cl03892
Q#2010 - >2010	specific	214815	118	178	2.16028e-35	121.44	smart00774	WRKY	 - 	cl03892
Q#2011 - >2011	specific	214815	137	194	2.06158e-33	115.276	smart00774	WRKY	 - 	cl03892
Q#2012 - >2012	specific	214815	246	304	4.49865e-34	119.128	smart00774	WRKY	 - 	cl03892
Q#2012 - >2012	specific	402248	203	244	2.76844e-12	60.2047	pfam10533	Plant_zn_clust	 - 	cl11166
Q#2013 - >2013	superfamily	227438	344	627	5.42523e-08	56.1802	cl34906	RNA14 superfamily	C	 - 
Q#2013 - >2013	specific	214642	121	153	7.2025e-05	40.225	smart00386	HAT	 - 	cl02592
Q#2013 - >2013	superfamily	421384	31	185	0.000168212	44.567	cl26712	U3_assoc_6 superfamily	C	 - 
Q#2013 - >2013	superfamily	111114	223	251	0.000554599	37.9304	cl03482	HAT superfamily	 - 	 - 
Q#2014 - >2014	superfamily	395745	304	516	3.22891e-29	117.48	cl26397	NB-ARC superfamily	 - 	 - 
Q#2014 - >2014	specific	214815	1101	1161	1.17819e-28	109.113	smart00774	WRKY	 - 	cl03892
Q#2014 - >2014	specific	214815	1200	1255	9.6485e-27	103.72	smart00774	WRKY	 - 	cl03892
Q#2014 - >2014	specific	271353	2	132	1.96744e-13	68.0323	cd14798	RX-CC_like	 - 	cl36576
Q#2015 - >2015	specific	214815	245	303	1.92403e-35	125.677	smart00774	WRKY	 - 	cl03892
Q#2016 - >2016	specific	397294	146	214	7.26889e-29	105.246	pfam03106	WRKY	 - 	cl03892
Q#2017 - >2017	specific	397294	328	384	5.9719e-37	128.358	pfam03106	WRKY	 - 	cl03892
Q#2018 - >2018	specific	214815	43	104	1.56835e-28	101.794	smart00774	WRKY	 - 	cl03892
Q#2019 - >2019	specific	397294	413	468	6.58435e-34	122.58	pfam03106	WRKY	 - 	cl03892
Q#2019 - >2019	specific	397294	245	299	1.87866e-29	110.254	pfam03106	WRKY	 - 	cl03892
Q#2020 - >2020	specific	214815	140	201	4.5314e-31	111.424	smart00774	WRKY	 - 	cl03892
Q#2021 - >2021	specific	214815	33	97	1.5177e-25	93.32	smart00774	WRKY	 - 	cl03892
Q#2022 - >2022	specific	214815	69	130	2.24027e-26	97.9424	smart00774	WRKY	 - 	cl03892
Q#2023 - >2023	specific	411051	20	132	1.72881e-21	83.494	cd21115	legumain_C	 - 	cl41234
Q#2024 - >2024	specific	396785	9	143	4.99332e-28	105.585	pfam02365	NAM	 - 	cl03558
